score,app_id,content,app_score,app_title,review_id,user_name,scraped_at,user_image,review_date,app_category,app_developer,scraper_config,review_date_raw,thumbs_up_count,app_reviews_count,review_created_version
5,com.supercell.clashofclans,"ini game sudah bagus sih, sistem pembalasan juga berfungsi dengan baik, oh iya... itu event nya, hadiah event nya jangan kasih limit dong, kalau point event nya saja masih jalan tapi gak ada reward lagi kecuali beli pass event. itu itu poin liga kek nya nge bug, tolong di perbaiki. itu saja dari ku dan perkembangan kan lagi game nya biar banyak yang main. semangat supercell",4.0795274,Clash of Clans,fbeb7716-efda-44ee-9173-b9ce75b580ac,Crystalyn,2025-10-21T15:07:10.087305,https://play-lh.googleusercontent.com/a/ACg8ocIGdSZ3FgohfL91Tl-SE8bQf5hSr1CiiW7vbmTPiSTkEbb44g=mo,2025-10-12T19:04:58,Strategi,Supercell,[object Object],2025-10-12 19:04:58,80,3932873,17.477.0
1,com.supercell.clashofclans,"tolong di perhatikan lagi game nya, kita di saat bermain sangat terganggu dengan adanya peringatan misterius seperti dibawah ini!! PERHATIAN!! klien dan servis tidak sinkron! pembaruan terkini yang mengcangkup perbaikan bug dan beberapa perombakan telah tersedia di toko aplikasi! tolong ya di perhatikan lagi! kalian mau untung tapi merugikan kami sebagai pemain. sekian terimakasih",4.0795274,Clash of Clans,67fb9c28-5aca-44bb-9047-df9b11353dc4,Bangrul46 Rul,2025-10-21T15:07:10.087308,https://play-lh.googleusercontent.com/a-/ALV-UjVuueEvsRjqhvP40WsuQ1lseVcRLP_l32RrAf02chfmVlMBT4I,2025-10-08T12:52:34,Strategi,Supercell,[object Object],2025-10-08 12:52:34,259,3932873,17.477.0
3,com.supercell.clashofclans,"maaf saya kasi bintang 3.. Karna saya kecewa.. kenapa ini game .. pas di mainkan Koo tiba"" sering keluar sendiri . CONTOH . Pas kita pagi war . kok tiba"" keluar kayak hilang sinyal atau kayak ngak ada jaringan data. KAN ZA KONYOL . PADAHAL SINYAO FULL data Masi ada. tiba keluar dari game dan coba lagi. kan sia"" kita war. kalo ngak terselesaikan pasukan Lom kita keluarkan tiba"" keluar sendiri. tolong di perbaiki game nya . karna sering BuG ..",4.0795274,Clash of Clans,5daa235c-f4bc-4894-9af2-7e4b9226ee12,Long Time,2025-10-21T15:07:10.087311,https://play-lh.googleusercontent.com/a-/ALV-UjWc6XBOuGu4icBgFgHk1cqPyZXOMHhD9yIjUNLF-78bj_d7opi_,2025-10-18T08:09:11,Strategi,Supercell,[object Object],2025-10-18 08:09:11,11,3932873,17.477.9
4,com.supercell.clashofclans,"saya kembali bermain setelah 3 tahun lamanya dan yang saya dapat terlalu sering masalah dengan sinyal bahkan bisa sampai relog bahkan lebih dari sekali dalam rentan waktu yang dekat, dan saat perang selesai itu jika masalah sinyalnya hasil perang tidak terhitung. tolong, jika ini bug tolong segera di perbaiki,.!",4.0795274,Clash of Clans,799e1234-c401-4867-a395-9d697ed1e104,ariinanda putra,2025-10-21T15:07:10.087314,https://play-lh.googleusercontent.com/a-/ALV-UjXUjJhs_Hx1YoShc636TTmX3NS5fnBGG8X2yn2MWYPR9JV9hFKq,2025-10-10T18:06:38,Strategi,Supercell,[object Object],2025-10-10 18:06:38,36,3932873,17.477.0
5,com.supercell.clashofclans,"Tolong tambahin indikator ping/latency di dalam game. Soalnya kadang pas war atau nyerang suka lag, tapi kita nggak tau itu gara-gara koneksi sendiri atau gimana. Kalau ada indikator ping, jadi lebih jelas dan enak mainnya. Makasih, semoga dipertimbangkan",4.0795274,Clash of Clans,9b89c95c-4397-4729-aec5-bc7ff5494f85,Ucok Gaming,2025-10-21T15:07:10.087316,https://play-lh.googleusercontent.com/a-/ALV-UjWMZ-EyQRkzdtgvUHXWNJS69HaN7c1PHaG4bPSnPhhu3nO1ON1E,2025-10-07T00:10:11,Strategi,Supercell,[object Object],2025-10-07 00:10:11,292,3932873,17.477.0
3,com.supercell.clashofclans,"kepada developer game coc. saran dari saya :1. jangan menghapus tropi yang sebelumnya seharusnya menambakan mode rank saja, jadi varian mode multiplayer/pvp lebih banyak. benefitnya untuk player gratis lebih kencang 2. tolong untuk yang mode malam tambahkan event war atau war liga seperti mode siang .untuk progres desa siang dan malam biar cepat 3.tambahkan banyak lagi achievement hadiah berupa gems dan exp 4. tambahkan varian gear jika ini dibaca kepada developer akanku tambakan bintang",4.0795274,Clash of Clans,ef8281c8-51ba-4baa-9593-b9a26fc03b61,Al Gaming,2025-10-21T15:07:10.087319,https://play-lh.googleusercontent.com/a/ACg8ocIY4NVUWCVjkhSXiwqxetxk-8CurqiQvgGRjybYcB2ymFqg0A=mo,2025-10-09T02:52:27,Strategi,Supercell,[object Object],2025-10-09 02:52:27,14,3932873,17.477.0
1,com.supercell.clashofclans,"Terlalu banyak Bug mohon di perbaiki dan juga sering terjadi disconnected yang terjadi padahal jaringan tidak buruk sama sekali, setelah update game ini malah semakin buruk tolong segera di perbaiki dari pihak developer Supercell terkait isu tersebut. Terimakasih",4.0795274,Clash of Clans,1336cd73-53b8-4180-88a9-8f29183ae706,Kadek Bagus,2025-10-21T15:07:10.087321,https://play-lh.googleusercontent.com/a-/ALV-UjXyImIwalioxRxp3zwSrSza3nXg4t2oyt7NNVMl5KhGFtHqhkpu,2025-10-09T08:57:47,Strategi,Supercell,[object Object],2025-10-09 08:57:47,18,3932873,17.477.0
5,com.supercell.clashofclans,"Setelah update bobrok bgt,,,, mending yg kalian bedakan itu tropy sm turnamen,,jelek bgt update nya lama2 ku tinggal kan lah ini game,, fungsi nya itu nyerang tanpa tropy apa coba,,, klo gk ada perubahan fix kami satu clan pensiun dini,,, payah",4.0795274,Clash of Clans,7e281037-a57b-4dea-878c-339ecc8963dd,Nama Saya,2025-10-21T15:07:10.087324,https://play-lh.googleusercontent.com/a-/ALV-UjXkmWFxbSbL2qj5TXFA9rnSsh8rQHheiHoXII-4PABZgIG5EafW,2025-10-06T22:52:29,Strategi,Supercell,[object Object],2025-10-06 22:52:29,38,3932873,17.477.0
1,com.supercell.clashofclans,masalahnya simpel kenapa setiap baru login masalah server terus?sinyal padahal kenceng udah nyoba game lain lancar tapi kenapa saya mencoba login tiba² ada masalah server?tolong perbaiki bug percuma update terus tapi bug masih berkeliaran digame coc ini.,4.0795274,Clash of Clans,1ab975fe-1a59-4864-8292-5737d67aeb47,Kyz zl,2025-10-21T15:07:10.087403,https://play-lh.googleusercontent.com/a-/ALV-UjXpC1_XXnIXpTMmd0U-HIlxM_YaMkQeOr570NEmzgr--OUYoMc9,2025-10-17T19:29:20,Strategi,Supercell,[object Object],2025-10-17 19:29:20,12,3932873,17.477.9
2,com.supercell.clashofclans,"ini kok setelah update malah makin banyak bug, saya selaku pemain lama kecewa, dimulai dari shop gak ada nama Hero di skin nya, dan juga saat menggunakan troops gerobak didesa malam gak ada jaraknya, ini Giman sih tim developer nya, apakah gak di tester dulu, gak mungkin dong sekelas supercell gak punya software tester.",4.0795274,Clash of Clans,bccfe94a-20d7-4617-82cb-00c1b9c6119e,Rajhu I.p,2025-10-21T15:07:10.087409,https://play-lh.googleusercontent.com/a-/ALV-UjWNLewdo1wjD6tfmeMICA-E3cx5kE1ZRD3EpG3vMlqNbZbSb2rc,2025-10-09T00:35:26,Strategi,Supercell,[object Object],2025-10-09 00:35:26,6,3932873,17.477.0
1,com.supercell.clashofclans,"setelah update sinyal sering tiba"" tidak bagus, pas udh nyerang selalu muncul sinyal tidak bagus dan serangan tidak jadi mendapatkan bintang. kenapa disaat sinyal jelek kita upgrade apapun terus try again tidak jadi upgradenya kalu nyerang malah langsung bintang 0.",4.0795274,Clash of Clans,cdef5356-04b1-4e89-9b97-0b52856045d1,Agus Andreanaputra,2025-10-21T15:07:10.087412,https://play-lh.googleusercontent.com/a-/ALV-UjU5d4JtHIQGxczZLvrduxuQycyhvGqCrb2LUis0mQZsOfgnDMOs,2025-10-11T19:36:56,Strategi,Supercell,[object Object],2025-10-11 19:36:56,7,3932873,17.477.0
1,com.supercell.clashofclans,"Game makin lama makin tidak jelas. Android 8 ke bawah tidak bisa play. Game strategi yang bagus, cuma respon, tanggap sama pengguna kurang responsip dari supercell nya, misal kalau ada masalah, responsibilitas dari supercell tidak ada tanggap sama sekali sama pengguna, karena saya pernah merasakan nya,...disaat saya benar2 butuh bantuan, pihak supercell tidak ada tanggapan sama sekali, yang ada chat saya di balas sama robot, itu menandakan kalau supercell pelayanan nya kurang baik ke pengguna.",4.0795274,Clash of Clans,5b4004d7-9c55-4083-8e5d-c2bc848eb7af,Andrey Kevin,2025-10-21T15:07:10.087415,https://play-lh.googleusercontent.com/a-/ALV-UjWzOvel67iPvSLZElKvkq4smhOxwVvbTMSRgGoZ6UsfR0KpAUpv,2025-10-16T21:24:13,Strategi,Supercell,[object Object],2025-10-16 21:24:13,7,3932873,17.360.36
3,com.supercell.clashofclans,tolong di perbaiki soal tiba2 keluar gara2 koneksi signal. dan masih bisa lanjut serang dalam kurun waktu tertentu. jangan tiba2 langsung di kalahkan ini kan ga fair namanya harusnya bisa full malah ga dapat bintang gara2 putus koneksi.,4.0795274,Clash of Clans,ceb56e4f-ac45-4ff4-a5ec-1903ccd16d28,likwan Johan,2025-10-21T15:07:10.087417,https://play-lh.googleusercontent.com/a-/ALV-UjXzUWGWci0ejBIIWJOx3LkFYLUxw6cFSo1vjaSRgAAPpIJNP9E,2025-10-09T09:49:49,Strategi,Supercell,[object Object],2025-10-09 09:49:49,14,3932873,17.477.0
1,com.supercell.clashofclans,"saya berikan bintang1 karna bentuk protes saya,sebagai player awal tahun clash of clans,saya muak dengan updatenya yang besar besaran tapi sering kendala di server pas lagi farming atatu war tiba"" ada perbaikan server .. tolong lah beri kenyamanan bagi kami para player biar bisa cinta lagi sama ini game.",4.0795274,Clash of Clans,03be3a85-cd4f-4799-8f0e-afd2623da65f,Cinthia Damo,2025-10-21T15:07:10.087420,https://play-lh.googleusercontent.com/a-/ALV-UjVYo7HC929odei8YLaGDCYQ0YG_Opk-7YscJf9gMaN004m_ztRK,2025-10-09T09:53:41,Strategi,Supercell,[object Object],2025-10-09 09:53:41,24,3932873,17.477.0
1,com.supercell.clashofclans,"kecawa parah saya mengalami masalah pada saat login, masalahnya adalah saat loading tiba-tiba for close begitu seterusnya saya sudah coba hapus dan install ulang aplikasi tetapi tetap saja sama tolong dong pihak supercell segera diperbaiki karna banyak player yang mengalami yang sama seperti saya",4.0795274,Clash of Clans,1ac9a82b-412a-47f4-b920-61b35d2d97ce,Reyndra Pratama,2025-10-21T15:07:10.087423,https://play-lh.googleusercontent.com/a/ACg8ocITDvpsBSMfZ4V8SrEzKtbaINSJy9XSUKQtuhvQQ0i8YR7lHA=mo,2025-10-11T10:49:04,Strategi,Supercell,[object Object],2025-10-11 10:49:04,9,3932873,17.477.0
1,com.supercell.clashofclans,cukup kecewa.. setelah lama vakum dan ingin main lagi.. untuk pembaruan yang sekarang... dengan gadget android versi 8.. sudah tidak bisa log in lagi.. setiap masuk ke gambar pertama.. loading belum beres dah lsg ke pental out sendiri... secara mau tidak mau.. saya uninstal again..,4.0795274,Clash of Clans,ad6c741c-b551-4817-9101-b6c88b9a7904,Sandro Pramana,2025-10-21T15:07:10.087429,https://play-lh.googleusercontent.com/a/ACg8ocJN0Fdyrf7fg603RxAuNZNanCsFr1u8OXqCejwZAqWfshKdAA=mo,2025-10-08T08:03:52,Strategi,Supercell,[object Object],2025-10-08 08:03:52,220,3932873,17.477.0
5,com.supercell.clashofclans,"MOHON KEPEDA SUPERCELL YANG TERHORMAT, saya inggin menambahkan saran sesuatu di game ini, jika bisa kedepannya untuk LATAR & SKIN dan lain sebagainya jika bisa mohon untuk di RESALEKAN KEMBALI contohnya latar bulan kemarin mash a Rama dan latar hari ini kosmik dan skinnya, karena banyak dari kami sebagian belum ada yang bisa kebeli atau enggak sempat beli, jadi agak kecewa karena udah enggak bisa kebeli lagi, jadi itulah mohon kepada SUPERCELL tolong dengarkan saran dari saya terimakasih",4.0795274,Clash of Clans,e880fef2-927d-462f-8698-c6e404214b69,Martinus Toti,2025-10-21T15:07:10.087431,https://play-lh.googleusercontent.com/a-/ALV-UjX6UnhyMiJ8MJELSit_x_n1_MW5GeU0j4eQZC8n1ET6M7wyZTM,2025-10-10T10:37:36,Strategi,Supercell,[object Object],2025-10-10 10:37:36,124,3932873,17.477.0
3,com.supercell.clashofclans,pemeliharaan terlalu lama tidak seperti game lainnya...tolong dong diperbaiki kayak game lainnya yg tidak ada jeda pemeliharaan.setelah selesai pemeliharan game sering keluar sendiri padahal sinyal banyak... tolong diperbaiki lagi...,4.0795274,Clash of Clans,c5da91b4-130f-42f0-8514-616def30e847,Jono Exe,2025-10-21T15:07:10.087434,https://play-lh.googleusercontent.com/a/ACg8ocJL4zvfJyv3UOdm6z5R3IoQ9NTqEGsXkcLTLm8azC3jsm6XuQ=mo,2025-10-07T20:56:20,Strategi,Supercell,[object Object],2025-10-07 20:56:20,2,3932873,17.477.0
5,com.supercell.clashofclans,"kalo secara grafik si oke, tapi sinyal masih butuh perbaikan, aneh banget sinyal lancar di aplikasi sama game lain tapi di game ini doang koneksi terputus padahal sinyal masih kenceng kayak diawal.",4.0795274,Clash of Clans,a6127f30-b253-4563-9fa9-0628cbe1aecf,Raffly Aja,2025-10-21T15:07:10.087437,https://play-lh.googleusercontent.com/a/ACg8ocJsEqbvqnKzcciFG-GgvrfirDAhYY8pBnrICyX7v4XVj0ArOA=mo,2025-10-09T02:44:31,Strategi,Supercell,[object Object],2025-10-09 02:44:31,2,3932873,17.477.0
1,com.supercell.clashofclans,"ini kok upgrade sistem rank baru nya bermasalah terutama pada jaringan, setiap mau nyari lawan di rank selalu delay dan muncul logo wifi itu bisa sampai beberapa menit, padahal aku pakai jaringan wifi full tidak ada masalah, serta mau nyari lawan di rank, ditunggu delay dlu dan bisa lama bngt bikin malas nunggu, tolong dong di fix ini dev, masa setiap nyari lawan harus nunggu puluhan menit baru bisa dpat",4.0795274,Clash of Clans,9e3485ab-3cc4-4958-8b31-0ad688429478,Rahmat Ishak,2025-10-21T15:07:10.087439,https://play-lh.googleusercontent.com/a-/ALV-UjWLK7byn0ypvMpQhUgrVpRwxD4roHi-w5LtopCN7aQQ5VVa52Y,2025-10-08T16:46:25,Strategi,Supercell,[object Object],2025-10-08 16:46:25,5,3932873,17.477.0
3,com.supercell.clashofclans,"saya dari akun @Hunter31 dan @barbarians, usul saya jika memakai trophy lebih bagus karena jika sekarang memakai [JERANGKONG], [BARBARIAN],[ARCHER], [WIZZARD] kada ada yang tidak mengerti trophyny berapa, dan juga start liganya juga jangan terlalu di th tinggi tinggi amat di TH 5 atau TH 6 juga ada sudah ad yang pro",4.0795274,Clash of Clans,25e54f5b-35ef-46df-850f-daec4bf15c41,Rafael Kilapong,2025-10-21T15:07:10.087442,https://play-lh.googleusercontent.com/a/ACg8ocKuLhUs8xJ5Mhv-WPo_rviOyPP3RXWxW1HSMjnyyeapMHQD_w=mo,2025-10-06T18:02:47,Strategi,Supercell,[object Object],2025-10-06 18:02:47,9,3932873,17.477.0
3,com.supercell.clashofclans,"mohon kepada super call, perbaiki lagi terkait dengan servernya, masak tiap main data 4G, terkadang sudah pake wifi dan sinyal sudah oke, tiba² sambungan terputus dan gagal nyambung ke server, lagi war tiba² sambungan terputus, padahal internet aktif,",4.0795274,Clash of Clans,331c9ace-6c87-45e2-a451-0e681fb5d902,Al Mughrobi,2025-10-21T15:07:10.087445,https://play-lh.googleusercontent.com/a-/ALV-UjX_80cX0MWTM3_zu3OaFuSLw9I8ecmBUWA0RAhuKPSyJVGxCUw,2025-10-17T05:16:32,Strategi,Supercell,[object Object],2025-10-17 05:16:32,1,3932873,17.477.9
5,com.supercell.clashofclans,"bagus sih gamenya tinggal bug nya saja seperti bug tiba-tiba ada notif dilayar update pembaruan padahal udah diupdate terus dan juga bug jaringan tiba tiba ngelag lama bgt lagi, udah ya sekian dari saya semoga diperbaiki yah pihak Clash of Clans terima kasih telah membuat game untuk kami",4.0795274,Clash of Clans,1d825e90-7f8d-4bb1-971e-aece3970eb42,h alhanafi,2025-10-21T15:07:10.087448,https://play-lh.googleusercontent.com/a-/ALV-UjX89R8KxSamTOtEkor8plpIeIoB3unDgJdHPX8Zogqq0QjY50Z4,2025-10-08T15:53:10,Strategi,Supercell,[object Object],2025-10-08 15:53:10,4,3932873,17.477.0
5,com.supercell.clashofclans,"terakhir saya lakukan pemulihan akun cukup sulit dan banyak sekali prosesnya, namun saat ini, sangat-sangat mudah, dan cepat, tinggal saya pulihkan kembali akun Clash Royal saya yang telah lama hilang...untuk kedepannya, supercell makin bagus, terima kasih",4.0795274,Clash of Clans,702175a1-7c8e-4f29-b963-9495187d774d,Rizqi arpiyana,2025-10-21T15:07:10.087468,https://play-lh.googleusercontent.com/a-/ALV-UjUWZ1inRUYD-YLFKmvS7Nu0VkvUsEXMgnJ-ryzcINt3zRVdTNPD,2025-10-10T02:05:39,Strategi,Supercell,[object Object],2025-10-10 02:05:39,2,3932873,17.477.0
1,com.supercell.clashofclans,"mengapa setelah update jadi nge lag gini ya? saya make wifi yang bisa dibilang cepat. biasanya bar 1 juga masih lancar. kenapa pas update jadi nge lag? sayang lagi war liga. lawan th gede yang harusnya bintang 3, pas reconnect malah ngga ke save. tolong buat developer. update yang bener aja. kita masih suka sama permainan lama. update tentang ekluhan aja seperti, pengupgradean pahlawan, rumah pahlawan, seperti itu kenapa tidak difikirkan? terimakasih. ini game kesukaan saya. itu saja, sekian.",4.0795274,Clash of Clans,e8bb3d41-98dd-4498-9e2c-bb50a9ba16c0,X- Game,2025-10-21T15:07:10.087473,https://play-lh.googleusercontent.com/a-/ALV-UjUB5JTrU3oubKJu6m0mQmV-UObZMYpA7UrCB6vNynCOk6pMHjE,2025-10-08T19:40:15,Strategi,Supercell,[object Object],2025-10-08 19:40:15,8,3932873,17.477.0
1,com.supercell.clashofclans,"Selalu terputus koneksi saat bermain, padahal pakai WiFi dan buka YouTube lancar-lancar aja, buka game lain juga lancar-lancar aja. Ini game khusus 5G atau emang bug jaringan di game ini? Tolong perbaiki, dulu game ini kagak begitu bermasalah jaringannya, sekarang suka terputus koneksi setiap login",4.0795274,Clash of Clans,10e25173-9512-4ad1-b86d-4dbec9838fd7,Hafizh Kurnia,2025-10-21T15:07:10.087477,https://play-lh.googleusercontent.com/a-/ALV-UjUwZsgkIlVIpGCML6-9_hfcpOx118SUDmM50Dt4p9eA4nyN0PVu,2025-10-07T18:20:42,Strategi,Supercell,[object Object],2025-10-07 18:20:42,8,3932873,17.477.0
1,com.supercell.clashofclans,"Game asu,update berkali kali,tapi game gk pernah di perbaiki,,bug gk di perbaiki,,,masuk susah padahal game yg lain lancar,mau masak buat load juga lama,apalagi bangun defend dll sangat lama sekali,terus harga tembok juga mahal upgradenya,dasar game sampah mau masuk gk bisa karena gk dpt notif email dri supercell,,,game ampas",4.0795274,Clash of Clans,54726a32-d2aa-4e69-b421-fede2abaace8,Ali Shodikin,2025-10-21T15:07:10.087479,https://play-lh.googleusercontent.com/a-/ALV-UjVe_do3Jvz3hZDWgaP0F6ldtGXV-KZorYTFwVRM8z9G0CjvC18k,2025-10-08T19:55:46,Strategi,Supercell,[object Object],2025-10-08 19:55:46,5,3932873,17.360.36
