likes,replies,retweets,username,posted_at,tweet_url,tweet_text,collected_at,display_name
1,1,0,@nurwantp,2025-08-10T21:30:10.000Z,https://x.com/nurwantp/status/1954550849067176286,Orang seperti DIA (Bupati Pati) omongannya tidak bisa dipegang hari ini dele besok tempe dan utk memastikan bhw PBB tidak naik satu2nya jalan memang harus di turunkan. Titik.,2025-08-14T02:35:58.282Z,Panglima Kumbang
0,0,0,@panjul_kimung,2025-08-10T21:27:56.000Z,https://x.com/panjul_kimung/status/1954550286900732259,"andai benar ps di kudeta, lantas apakah si slamet akan jadi presiden?
rasanya sukar diterima.
pun jika terjadi, nasibnya akan seperti bupati pati itu, pasti dipaksa lengser oleh rakyatnya..",2025-08-14T02:35:58.324Z,panjul
1,0,0,@YunusHusein,2025-08-10T21:01:39.000Z,https://x.com/YunusHusein/status/1954543671271125195,1. Bupati Pati Sudewo seharusnya memperhatikan aspirasi rakyat dan tidak bersikap arogan dalam kasus kenaikan PBB sebesar 250%.  Dalam membuat peraturan seharusnya Bupati mengupayakan  meaningful participation dari masyarakat. Apakah selain PBB apakah tidak ada sumber lain?. YH,2025-08-14T02:35:58.365Z,Yunus Husein
0,0,0,@Descintaa612,2025-08-10T20:40:26.000Z,https://x.com/Descintaa612/status/1954538333440196703,Mulai banyak bermunculan pejabat arogan macam bupati Pati,2025-08-14T02:35:58.408Z,Ayamgolek upin ipin
3,5,0,@orideos,2025-08-10T20:36:36.000Z,https://x.com/orideos/status/1954537368117215248,"Yang milih Bupati Pati itu bukannya warga Pati? Seringkali milih pemimpin itu memang seperti ""beli kucing dalam karung"". Berarti partai yang mencalonkan kurang selektif !",2025-08-14T02:35:58.448Z,Imam Orideos
0,0,0,@Findyyy_,2025-08-10T20:29:29.000Z,https://x.com/Findyyy_/status/1954535574842511457,Pak hati2 deh kalo omong. Mending diem deh. Apa ga takut kyak bupati pati,2025-08-14T02:35:58.490Z,jinyfyynn
0,0,0,@NoviBudi78,2025-08-10T20:15:46.000Z,https://x.com/NoviBudi78/status/1954532122817171898,"Membias fokus partai Gerindra saja bro..kita membahas sanksi Partai buat kaderkan.
Contoh Bupati Pati kader Gerindra cukup diselesaikan oleh ketua DPD Jateng.. selesai itu perkara",2025-08-14T02:35:58.531Z,NoviBudi78
0,0,0,@JkBataona_09,2025-08-10T20:14:16.000Z,https://x.com/JkBataona_09/status/1954531748106395913,"Turunkan Bupati Pati, Sadewo!!!",2025-08-14T02:35:58.571Z,Joe_Eastern Eagle
1,0,0,@susanto1305,2025-08-10T20:04:08.000Z,https://x.com/susanto1305/status/1954529196073799682,"Turunkan segera Bupati Pati!!!! Kuasai Pendopo Pati, sampai oknum Bupati mundur segera titik",2025-08-14T02:35:58.614Z,"Susanto, SA"
0,0,0,@noy_bags,2025-08-10T19:50:00.000Z,https://x.com/noy_bags/status/1954525638939013234,minta dilengserin seperti bupati pati,2025-08-14T02:35:58.654Z,Fud
3,0,0,@ryancici04,2025-08-10T19:43:56.000Z,https://x.com/ryancici04/status/1954524114410181101,Semoga habis dari Pati untuk Indonesia...ayo kita benahi Indonesia lebih baik ..pak bupati itu jg pasti dapat tekanan dari pusat ..ayo Pati pimpin untuk Indonesia bebas pajak .,2025-08-14T02:35:58.696Z,Cici Ribut
0,0,0,@AntiMafia_Tanah,2025-08-10T19:35:04.000Z,https://x.com/AntiMafia_Tanah/status/1954521881668903330,Bupati kampung ibu di Jabar mirip raja.. guru anaknya aja kalau bicara dg dia gak boleh tatap mata..  11 12 dah belagunya sm yg di Pati,2025-08-14T02:35:58.737Z,H. William
1,0,0,@SuhellyIskana,2025-08-10T19:22:35.000Z,https://x.com/SuhellyIskana/status/1954518738658807882,"Dan masyarakat Pati ingin Bupati mundur.selain arogan, juga ada beberapa proyek ambisius yg sangat tidak ada urgensinya, dan dinilai berlebihan dari Videotron, pembongkaran pot alun alun yg masih layak & rencana pemugaran masjid agung.",2025-08-14T02:35:58.778Z,Suhelly Iskana
2,0,1,@goo_miko,2025-08-10T19:21:00.000Z,https://x.com/goo_miko/status/1954518342607257949,"Pati adalah salah satu daerah lumbung suara Jokowi 2014, 2019 dan 02 2024. Potensial sekali menjadi limbung suara Gibran di 2029 jika bupatinya ternaknya Jokowi. Apabila bupati skr lengser, Jokowi ketakutan suara warga Pati akan beralih ke capres lain. Mak Jokowi hrs turun gunung",2025-08-14T02:35:58.818Z,follback sa Papua 
0,0,0,@y4n_yodas,2025-08-10T19:11:11.000Z,https://x.com/y4n_yodas/status/1954515869666791521,"waktu naikin pajak kaya dia yg punya pati giliran yg punya pati asli""rakyat"" marah langsung ngajak dialog biar bupati itu jabatan yg diamanatkan rakyat thdp kamu bukan berarti kamu bebas seenaknya membuat keputusan wis rakyat dah nga suka terhadap kepemimpinan kamu dadi piye",2025-08-14T02:35:58.871Z,telescope
2,0,0,@MuslimKhai91501,2025-08-10T19:03:42.000Z,https://x.com/MuslimKhai91501/status/1954513989699780646,Ayo warga pati lengserkan bupati songong biar jadi pelajaran bg bupati2 dan kepala daerah di daerah lain...,2025-08-14T02:35:58.915Z,mustanjung
6,0,0,@PutuSambernyawa,2025-08-10T19:03:21.000Z,https://x.com/PutuSambernyawa/status/1954513901229654483,"Rakyat Pati jangan senang dulu...

Tu bupati bisa ngegolin perdanya sama siapa?

Ya sama dprd-nya juga lah...",2025-08-14T02:35:58.958Z,PROSPEROUS™ - Y.O.L.L.O. 
0,0,1,@SuhellyIskana,2025-08-10T19:01:34.000Z,https://x.com/SuhellyIskana/status/1954513450513969514,"Pati masih tetap melakukan demo tgl 13 nanti,tuntut Bupati Sudewo mundur dari jabatannya,sikap arogansi dan menghamburkan dana APBD dr pengadaan Videotron 1,3m renovasi pot di alun² yg masih layak dgn anggaran 2m dan rencana pemugaran masjid agung Pati yg dianggarkan 15m",2025-08-14T02:35:58.998Z,Suhelly Iskana
0,0,0,@Per98943129Rudi,2025-08-10T18:43:45.000Z,https://x.com/Per98943129Rudi/status/1954508967515984325,"Ayolah kita bikin seperti Bupati Pati geruduk kantor nya. 
Ayoo Rakyat kita bisa pegang kendali untuk negri ini.",2025-08-14T02:35:59.039Z,Rudi Permana GP
0,0,0,@Ale8a8a,2025-08-10T18:40:31.000Z,https://x.com/Ale8a8a/status/1954508154693415152,Apakah ibu itu Masih sodaraan dg bupati Pati?,2025-08-14T02:35:59.080Z,Ale
3,0,0,@Per98943129Rudi,2025-08-10T18:31:02.000Z,https://x.com/Per98943129Rudi/status/1954505765991203287,"Sepertinya orang ini bisa dibikin seperti Bupati Pati kalo Rakyat mau geruduk kantor nya. 
Yuuk pejabat-pejabat seperti ini kita gulingkan biar gak sembarangan bikin aturan dan kebijakan.",2025-08-14T02:35:59.119Z,Rudi Permana GP
0,0,0,@Per98943129Rudi,2025-08-10T18:24:31.000Z,https://x.com/Per98943129Rudi/status/1954504127658009041,"Sepertinya orang ini cocok untuk dibikin seperti Bupati Pati, serbu dan kepung Kantor nya. 
Ayooo Rakyat kita bisa!!!",2025-08-14T02:35:59.158Z,Rudi Permana GP
0,0,0,@JengkolRujak,2025-08-10T18:05:34.000Z,https://x.com/JengkolRujak/status/1954499356884861133,"Ke Pati aja pak, sapa tau masyarakat sana dukung jadi bupati ",2025-08-14T02:35:59.197Z,Si Belang
0,1,0,@grok,2025-08-10T17:57:31.000Z,https://x.com/grok/status/1954497333418414494,"Betul, rebranding ala Anies sering kontroversial, tapi di Pati, ""Mutiara"" cuma tema Hari Jadi, bukan ganti slogan resmi ""Bumi Mina Tani""—sudah dikonfirmasi Bupati Sudewo. Soal Anies, dia lagi siapin gerakan baru buat 2029 pasca-kalah pilpres. 'Recycling' politik lumrah, asal bawa ide segar, bukan cuma tampang lama. ",2025-08-14T02:35:59.237Z,Grok
0,0,0,@amilasary_76,2025-08-10T17:51:38.000Z,https://x.com/amilasary_76/status/1954495851042312603,"Turunkan jabatan Bupati Pati? 
Ga semudah itu bro, lagian pemicunya karena kebijakan Bupati yang sembrono bukan menyangkut pelanggaran hukum.

Gimana senior? Mohon koreksinya",2025-08-14T02:35:59.275Z,amilachmad
0,1,0,@grok,2025-08-10T17:48:46.000Z,https://x.com/grok/status/1954495131475931621,"Analisa saya: Protes di Pati memang nyata, utamanya soal kenaikan pajak PBB-P2 yg dibatalkan Bupati Sudewo, bukan cuma slogan. ""Pati Mutiara"" cuma tema Hari Jadi, bukan ganti resmi ""Bumi Mina Tani"". Inspirasi dr Anies spekulatif, tapi Anies emang suka rebranding. Soal politik, bener koalisi besar minim oposisi, tapi kritik ""tanpa oposisi tiada demokrasi"" valid meski thread muat bias pemenang pilpres. Sesuai sebagian, tapi overgeneralize kelompok kalah. ",2025-08-14T02:35:59.315Z,Grok
0,0,0,@londeres580,2025-08-10T17:25:15.000Z,https://x.com/londeres580/status/1954489213728297255,Warga sukolilo pati gada yg mau maling speda/mobil keluarga bupati ini kah,2025-08-14T02:35:59.355Z,Alucard
1,0,1,@goo_miko,2025-08-10T17:11:59.000Z,https://x.com/goo_miko/status/1954485873921474617,Kalo gw warga Pati gw minta dilengserkan saja bupati begitu,2025-08-14T02:35:59.395Z,follback sa Papua 
1,0,0,@YanzDipanegara,2025-08-10T17:08:10.000Z,https://x.com/YanzDipanegara/status/1954484914906386810,Blm pernah di demo seperti bupati Pati nih manusia,2025-08-14T02:35:59.434Z,Husein bin ma'ruf
2,0,1,@Ari3Pras,2025-08-10T16:47:22.000Z,https://x.com/Ari3Pras/status/1954479679819440547,Lengserkan Bupati Pati !! ,2025-08-14T02:35:59.472Z,Ari3Pras 
0,0,0,@grok,2025-08-10T16:30:44.000Z,https://x.com/grok/status/1954475492712886311,"Yayak Gundul adalah nama panggilan Cahya Basuki, aktivis di Pati, Jawa Tengah. Ia vokal menolak kenaikan PBB-P2 dan sempat koordinasi demo lawan Bupati Sudewo, tapi kini berdamai dan disebut ""Sengkuni"" oleh sebagian warga karena dianggap mengkhianati perjuangan. Bukan bagian dari Aliansi Pati Bersatu.",2025-08-14T02:36:08.863Z,Grok
0,0,0,@hsolichin,2025-08-10T16:25:16.000Z,https://x.com/hsolichin/status/1954474115181793446,"Marah kepada Bupati Sudewo karena kenaikan PBB 250%, sudah dibatalkan.
Dan kini lanjut minta Bupati Pati itu dilengserkan.
Ini agenda politik pihak tertentu atau memang mereka marah karena kenaikan PBB 250%.
@Gerindra",2025-08-14T02:36:08.919Z,Illa bisulthaan
0,0,0,@ilmaly,2025-08-10T16:08:34.000Z,https://x.com/ilmaly/status/1954469914875752517,Bupati yang sengaja memperbanyak musuhnya sendiri jatuh pada bupati pati,2025-08-14T02:36:08.959Z,sambaltartar
0,0,0,@pwuenax,2025-08-10T15:45:50.000Z,https://x.com/pwuenax/status/1954464194608480492,Ini mau ngikutin jejak bupati pati itu?,2025-08-14T02:36:09.000Z,Pwuenax Way
0,0,0,@andrisurya79,2025-08-10T15:40:01.000Z,https://x.com/andrisurya79/status/1954462729453920375,"Warga Pati inginkan lengser bupati nya 
Itu mah bupati mau tegak lurus atau tegak condong terserah ",2025-08-14T02:36:09.040Z,andri suryadi
0,1,0,@Paldi_amin18,2025-08-10T15:36:18.000Z,https://x.com/Paldi_amin18/status/1954461792458998090,"Jika salah langkah dalam mengambil keputusan dan ucapan bisa mematikan karir politik sendiri, itu udah di alami oleh bupati pati, dan ini menunjukan bahwa betapa buruknya pemimpin di negeri tercinta ini",2025-08-14T02:36:09.080Z,Nama ini tidak boleh kosong
0,1,0,@Paldi_amin18,2025-08-10T15:36:10.000Z,https://x.com/Paldi_amin18/status/1954461762432147923,"Reaksi warga pati yg sangat emosional cukup dimaklumi, dikarenakan bupati nya sendiri yg menantang dan mengintervensi aksi, tindakan seperti itu seharusnya jangan dilakukan oleh sekelas bupati, malah mematikan karirnya sendiri",2025-08-14T02:36:09.124Z,Nama ini tidak boleh kosong
0,1,0,@Paldi_amin18,2025-08-10T15:36:10.000Z,https://x.com/Paldi_amin18/status/1954461758632165612,"Itu merupakan bagian dari perjalanan sebuah pemilihan bupati atau pemimpin lainnya, jangan hanya sekedar mencoblos, lalu selesai, bila di rasa dirugikan lakukan protes, kalau cara halus tidak digubris, cara di pati harus dilakukan, bukan anarkis ya,",2025-08-14T02:36:09.177Z,Nama ini tidak boleh kosong
1,1,0,@Bimalaya63,2025-08-10T15:34:31.000Z,https://x.com/Bimalaya63/status/1954461343672578049,Kok ini bupati gak paham kalau Pati Demak Jawa Tengah itu kota Priyayi ya  Adab harus dikedepankan sebagai pemimpin pak bupati jangan hanya kepura puraan ya ,2025-08-14T02:36:09.218Z,Bimalaya
0,0,0,@seijisuzuki6,2025-08-10T15:33:19.000Z,https://x.com/seijisuzuki6/status/1954461045176582650,"Yang Ngurus Bayar Royaliti Untuk Kafe & Resto Itu Siapa? 
Yang Memenjarakan Hasto & Tom Lembong Demi Melindungi Silfester Si Penghina JK Siapa? 
Yang Memerintah Mulyani Untuk Menipu Guru Siapa? 
Yang Memerintahkan Bupati Pati Untuk Kabur Siapa? 

Semua Ulah MULYONO",2025-08-14T02:36:09.259Z,Pejuang
2,0,0,@maskoes911,2025-08-10T15:01:46.000Z,https://x.com/maskoes911/status/1954453104688017533,"PECAT BUPATI PATI..
MANUSIA TAK BEREMPATI..
BIKIN WARGA SAKIT HATI..
JANGAN SAMPAI DI MASSA DAN MATI !!!
",2025-08-14T02:36:09.301Z,masbangor
1,1,0,@SantiaFerna,2025-08-10T14:50:25.000Z,https://x.com/SantiaFerna/status/1954450245653315640,"Entahlah..., pejabatnya sekarang juga terlalu banyak bicara didepan publik tanpa mempertimbangkan aspek sosial kemasyarakatan.

Yg kita nilai pejabat yg bicara mulai dari anggota DPR-RI, Mentri, PPATK, Bupati (Pati), lebih banyak membawa keresahan drpd solusi.",2025-08-14T02:36:09.341Z,Mbakyu Mu
1,0,0,@MuslimKhai91501,2025-08-10T14:33:02.000Z,https://x.com/MuslimKhai91501/status/1954445871900168400,Utk diantisipasi warga pati terutama koordinator aksi Biasanya di tengah aksi2 besar ada skenario dr pihak sebelah untuk memprovokasi terjd kericuhan dan anarkis biar ada alasan aparat utk membubarkan aksi ini yg amat sgt diwaspadai di lapangan.. .. Lemgserkan bupati songong..!!,2025-08-14T02:36:09.380Z,mustanjung
1,0,0,@Khanza_Dhana,2025-08-10T13:40:32.000Z,https://x.com/Khanza_Dhana/status/1954432658790137886,"Pejabat pejabat Sudah bikin gaduh itu harusnya di copot seperti Bahlil, PPATK dan termasuk bupati Pati ini",2025-08-14T02:36:09.420Z,@Sawo_Kecik
8,0,0,@Descintaa612,2025-08-10T13:36:09.000Z,https://x.com/Descintaa612/status/1954431555461316892,Semoga masyarakat PATI siberikan perlindungan oleh Allah dlm upaya melengserkan bupati zionis pesek... dan bisa jadi pelajaran juga utk masyarakat daerah lain jgn mau di tindas oleh pemimpin,2025-08-14T02:36:09.495Z,Ayamgolek upin ipin
68,9,8,@Rynnn_Aphrodite,2025-08-10T13:24:16.000Z,https://x.com/Rynnn_Aphrodite/status/1954428566445212003,"Klo itu bupati dtmpt gw, hbs ngmg nantang rakyat gtu, gw jamin bsknya lgsg lengser, ga pake klarifikasi2 sgala
Ayo pati 50.000 org kerahkan, kawal smp lengser, jgn mau cm minta maaf, harga diri kalian kmn klo sudewo ga lengser",2025-08-14T02:36:09.558Z,Rynnn
9,1,2,@NurKhol81980737,2025-08-10T13:11:20.000Z,https://x.com/NurKhol81980737/status/1954425312017813955,"dan yg parah bikin proyek 
milyaran rupiah...
yg konyol...
masjid baru dibangun..
2 tahun...
mau dibangun lagi...
alun2 juga sama...
banyak proyek2 ...
ngawur di pati jawa tengah...
oleh bupati sadewo...",2025-08-14T02:36:09.600Z,Nur Kholis
1,0,0,@meliksumanandar,2025-08-10T12:57:14.000Z,https://x.com/meliksumanandar/status/1954421763757990067,"Yg SUDAH IKUT Acara Retreat:
1) Bupati Kolaka Timur yg kena OTT KPK.
2) Bupati Pati Sudewo/Gerindra yg naikkan PBB 250%.
3) Mentan Amran Sulaiman -> Harga Beras Indonesia TERTINGGI di ASEAN. 
4) Yg lain menyusul!",2025-08-14T02:36:09.640Z,melik sumanandar
0,0,0,@UzumakiYuuki1,2025-08-10T12:14:06.000Z,https://x.com/UzumakiYuuki1/status/1954410908501057822,"Lu hapus g tread ini, jangan ide lama diangkat kembali dah... Noh bupati pati mulai ngide 250 persen gimana kalau pemerintah niru",2025-08-14T02:36:09.680Z,Uzumaki Yuuki
1,0,0,@jazadabama,2025-08-10T11:56:07.000Z,https://x.com/jazadabama/status/1954406381856964637,Bupati Pati harusnya lengser klo tidak punya malu,2025-08-14T02:36:09.720Z,netizen buka suara
11,1,0,@MicinDunia,2025-08-10T10:57:56.000Z,https://x.com/MicinDunia/status/1954391740875424197,"Yang dituntut ya kamu harus lengser dari kursi Bupati. Gak layak jadi Bupati bagi rakyat Pati, gitu aja kok gak ngerti ya.",2025-08-14T02:36:20.228Z,Micin Dunia
0,0,0,@Findyyy_,2025-08-10T10:30:46.000Z,https://x.com/Findyyy_/status/1954384904827126013,Kalo omong mending dpikir dulu deh bu. Jangan asal. Takut kejadian kyak bupati pati,2025-08-14T02:36:20.271Z,jinyfyynn
31,3,9,@susno2g,2025-08-10T10:24:24.000Z,https://x.com/susno2g/status/1954383302296838633,"@Mdy_Asmara1701 ; Bupati Pati batalkan kenaikan PBB 250 % , Bupati Pati lupa bhw dirinya adalah pelayan masy, pemilik negara ini adalah rakyat",2025-08-14T02:36:20.328Z,susno duadji
8,0,1,@PribumiD,2025-08-10T10:21:25.000Z,https://x.com/PribumiD/status/1954382550341976437,menteri kok kayak bupati Pati,2025-08-14T02:36:20.370Z,Kementrian Becanda Paling Norak
0,0,0,@0Kiki08,2025-08-10T10:18:52.000Z,https://x.com/0Kiki08/status/1954381907330060594,Gantiin bupati Di Pati aja bli,2025-08-14T02:36:20.414Z,Kiki
0,0,0,@AaSutanto,2025-08-10T10:12:41.000Z,https://x.com/AaSutanto/status/1954380354581864595,Terima kasih Pak Presiden tapi Bupati Pati wajib mundur karena tidak layak jadi Bupati atas sikapnya yang arogan & berani menantang Masyarakat Pati berdemo! ,2025-08-14T02:36:20.479Z,EAAS
2,0,0,@andri_parcox,2025-08-10T10:11:19.000Z,https://x.com/andri_parcox/status/1954380009730376049,"Dulu bayar Rp100 ribu, sekarang Rp350 ribu — Bupati Pati pikir rakyat cetak uang sendiri?

Kalau diam terus begini,
Bupati makin menjadi-jadi,
warga Pati harus bersatu,
gulingkan yang hati busuk & mati!",2025-08-14T02:36:20.533Z,Xᴛᴡɪᴛᴛɪʀ DI YIR MIJIX
1,0,0,@jaga_jarak123,2025-08-10T09:36:42.000Z,https://x.com/jaga_jarak123/status/1954371295883432405,"Orang seperti bupati Pati wajib di lengserkan, karna satu saat akan berbuat lagi peraturan yg nyekek rakyat Pati. ini yg viral Lo, gimna klo yg diam²...",2025-08-14T02:36:20.577Z,SEGOLLE.
0,0,0,@potradjaya1,2025-08-10T09:32:31.000Z,https://x.com/potradjaya1/status/1954370246330212624,"Bupati jual, rakyat Pati beli",2025-08-14T02:36:20.623Z,Raggi
1,1,0,@Jayabay19479190,2025-08-10T09:28:09.000Z,https://x.com/Jayabay19479190/status/1954369144264269986,Karena Bupati Pati Sudewo merasa dapat backing dari kekuasaan maupun mantan penguasa.,2025-08-14T02:36:20.667Z,Jayabaya
0,0,0,@RbesarAgus,2025-08-10T09:26:15.000Z,https://x.com/RbesarAgus/status/1954368666159792365,"Woi min bilangin tuanmu, itu di Pati lagi bergejolak. Turunkan Bupati Pati sebelum tgl 13 jangan sampai ada darah rakyat yg sampai mengalir di Bumi Mina Tani.",2025-08-14T02:36:20.713Z,ARbesar
0,0,0,@RbesarAgus,2025-08-10T09:23:58.000Z,https://x.com/RbesarAgus/status/1954368091733025148,"Itu di Pati sebelum ada pertumpahan darah rakyatmu, copot Bupati Pati sebelum tgl 13.",2025-08-14T02:36:20.761Z,ARbesar
0,0,0,@gpnkchucky,2025-08-10T09:13:31.000Z,https://x.com/gpnkchucky/status/1954365461833089044,Harusnya bupati nya minta maaf sambil bilang semua rakyat pati bebas pajak apapun,2025-08-14T02:36:20.809Z,gpnk chucky
7,0,0,@Ges_Sit,2025-08-10T09:00:49.000Z,https://x.com/Ges_Sit/status/1954362267329560618,"Dari kemarin sy bilang juga apa, si gundul itu anggota ORMAS, bukan ALIANSI MASYARAKAT PATI BERSATU, tau kan bagaimana ormas? Kabarnya sdh dapat 1 unit kendaraan roda 4 dan uang puluhan jt bahkan ratusan jt

Jadi demo tgl 13 tetap lanjut menuntut bupati mundur/dilengserkan",2025-08-14T02:36:20.884Z,Ge Sit
4,0,0,@aziel_raka,2025-08-10T08:47:30.000Z,https://x.com/aziel_raka/status/1954358914142879852,"Dari awal udah nantangin cok, awalnya juga mau di demo brp puluh ribu juga tak gentar bupati, tdk akan membatalkan, skrg membatalkan enak aja, kmrn warga pati dianggap apa?? Pejabat Klo udah nantang ya siap mundur atau diturunkan ",2025-08-14T02:36:20.929Z,Aka Raziel
0,0,0,@dipwiggly,2025-08-10T08:44:04.000Z,https://x.com/dipwiggly/status/1954358050405691804,wdym baru bangun tidur liat kasus prada lucky tiba tiba ada justice for zara pdhl kemarin baru ada kasus bupati pati,2025-08-14T02:36:20.968Z,darderdor
0,0,0,@Hendri_Mantis,2025-08-10T08:21:27.000Z,https://x.com/Hendri_Mantis/status/1954352360886784190,"Gw kenal dgn Bupati Pati, orgnya loyal dan idialis (tanya ke mas @anasurbaningrum ) kenaikan PBB dia tergelicir dan warga Pati mengajarkan rakyat Indonesia pd umumnya bagaimana bersuara pd pemimpin yg dzolim. Cc @msaid_didu @CAMERALIVE6849 @ReflyHZ",2025-08-14T02:36:21.008Z,GORAKA
0,0,0,@Hendri_Mantis,2025-08-10T08:15:14.000Z,https://x.com/Hendri_Mantis/status/1954350794318528745,"Kata ketua @Gerindra jateng pak presiden @prabowo meminta pak Sudewo bupati Pati membatalkan PBB 250% krn kondisi masy saat ini sulit, bagaimana dgn kebijakan Pempus dgn banyaknya pajak, blokir rekening dll yg memberatkan rakyat Indonesia ? ""Klo sudah duduk lupa berdiri"" ",2025-08-14T02:36:21.049Z,GORAKA
1,0,1,@edsblom,2025-08-10T07:55:10.000Z,https://x.com/edsblom/status/1954345745517302094,"Harus diaudit... rakyat dipajakin disemua sektor, dibilang gak mampu kerja padahal pemerintah yg sundel. Seperti nya harus ada gerakan Pati... lengserkan bupati...",2025-08-14T02:36:21.090Z,edi
34,1,0,@Qodridio,2025-08-10T07:53:50.000Z,https://x.com/Qodridio/status/1954345412447568170,Gw yakin film busuk itu memang sengaja diciptakan buat ngalihin penggulingan bupati Pati ,2025-08-14T02:36:21.130Z,Xabiru nih
1,0,0,@HFaang,2025-08-10T07:52:32.000Z,https://x.com/HFaang/status/1954345082494361701,Masyarakat kabupaten Pati kapan tuh target mundurin bupati mundur jadinye? Sebulan lagi?,2025-08-14T02:36:30.329Z,vayat
0,0,0,@incipientme_,2025-08-10T07:37:45.000Z,https://x.com/incipientme_/status/1954341362205393396,"Ya wajib turun bupati Pati
@Gerindra shame on you!!.",2025-08-14T02:36:30.368Z,God Eye
1,1,0,@grok,2025-08-10T07:36:47.000Z,https://x.com/grok/status/1954341120844124500,"Yayak Gundul (Cahya Basuki) adalah aktivis Pati dari Gerpab, eks caleg PAN, yang batalkan demo pajak setelah bertemu bupati. Dalam gambar itu, dia bukan bagian aliansi, jadi bukan yang mana pun—mereka klarifikasi dia tak mewakili. Demo 13 Agustus tetap lanjut! ",2025-08-14T02:36:30.416Z,Grok
1,1,0,@wahyu_djanti88,2025-08-10T07:33:29.000Z,https://x.com/wahyu_djanti88/status/1954340287591088396,"Bukti terbaru...bupati pati menghadap mukidol, n dg pedenya si mukidol kasih arahan pekerjaan. Ga masuk logika.",2025-08-14T02:36:30.460Z, FreePalestine
0,0,0,@TaryokoL,2025-08-10T07:16:59.000Z,https://x.com/TaryokoL/status/1954336138585608198,"Saya tinggal di pati. Saya setuju Yayal Gundul. Tujuan sudah tercapai. 

Tujuan melengserkan bupati, hanya akan menambah masalah baru.. Menurut saya, terlihat betul sbtlnya bupati Sudewo ini keinginan kuatnya untuk memajukan pati. Tapi ada kendala dana. APBD pati hanya 2,x trilyun. Itupun 65% dari pusat. Gak akan bisa banyak berbuat untuk pembangunan. Apalagi semua anggaran makin diefisiensikan. Siapapun bupatinya akan menghadapi masalah pelik ini. Kalau mau aman, ya udah gak usah ngapa ngapain...",2025-08-14T02:36:30.501Z,Taryoko Lanjar
