tweet_url,display_name,username,tweet_text,replies,retweets,likes,views,posted_at
/PG_Moms/status/826634318176886785,Personal Growth Moms,@PG_Moms,"Motorik anak dpt dilatih ketika membantu merawat binatang peliharaan, spt menyisir bulu anjing, berlari bersama anjing,melempar bola, dll",0,0,0,0,2017-02-01T03:32:34.000Z
/wawanjink/status/824699295538511873,Wann,@wawanjink,"Anak kecil yg mengalami masalah keluarga memiliki bagian otak yg terkait dg pengaturan stres, serta kontrol motorik & sensorik yg lbh kecil.",0,0,0,0,2017-01-26T19:23:28.000Z
/rhieyrierie/status/824521641308741632,Riyaka Indiarni ,@rhieyrierie,"Tidak punya waktu melatih perkembangan emosi, sosialisasi, komunikasi dan motorik anak 2-5 tahun? Sila mention.. #privat #earlychildhood",0,1,0,0,2017-01-26T07:37:32.000Z
/nabawty/status/824353518169575437,bata ko,@nabawty,"Anak kecil yg mengalami masalah keluarga memiliki bagian otak yg terkait dg pengaturan stres, serta kontrol motorik & sensorik yg lbh kecil.",0,0,0,0,2017-01-25T20:29:29.000Z
/heriyanaliar/status/823722555739619329,Heriyana,@heriyanaliar,"Anak kecil yg mengalami masalah keluarga memiliki bagian otak yg terkait dg pengaturan stres, serta kontrol motorik & sensorik yg lbh kecil.",0,0,0,0,2017-01-24T02:42:15.000Z
/dper_ui/status/822276039627808769,Direktorat Pendanaan dan Ekosistem Riset UI,@dper_ui,"3] Anak membutuhkan pengalaman belajar yang bervariasi sehingga bisa menunjang perkembangan motorik, bahasa dan emosi, serta sosial mereka.",0,0,0,0,2017-01-20T02:54:19.000Z
/Chendy_Tweett/status/822251895599333376,Chendy Rizky,@Chendy_Tweett,"Anak kecil yg mengalami masalah keluarga memiliki bagian otak yg terkait dg pengaturan stres, serta kontrol motorik & sensorik yg lbh kecil.",0,0,0,0,2017-01-20T01:18:23.000Z
/MerriesSmile/status/821871042440200193,MerriesSmile,@MerriesSmile,"... motorik kasar dan gangguan keseimbangan. Untuk memastikannya konsultasikan ke dokter anak ya, Moms.  #MerriesSmileLab",0,0,0,0,2017-01-19T00:05:00.000Z
/viraliani/status/821717364878221313,Ka Vira,@viraliani,"Anak kecil yg mengalami masalah keluarga memiliki bagian otak yg terkait dg pengaturan stres, serta kontrol motorik & sensorik yg lbh kecil.",0,0,0,0,2017-01-18T13:54:21.000Z
/wahyudiimuhtar_/status/821176295354732544,yum.,@wahyudiimuhtar_,"Anak kecil yg mengalami masalah keluarga memiliki bagian otak yg terkait dg pengaturan stres, serta kontrol motorik & sensorik yg lbh kecil.",0,0,0,0,2017-01-17T02:04:20.000Z
/n1ndz/status/820689543758278658,Iwnie,@n1ndz,"Anak kecil yg mengalami masalah keluarga memiliki bagian otak yg terkait dg pengaturan stres, serta kontrol motorik & sensorik yg lbh kecil.",0,0,0,0,2017-01-15T17:50:09.000Z
/abahihsantea/status/695024883139383297,Ihsan Baihaqi Bukhari,@abahihsantea,"9. #2 Evaluasi Motivasi Pengasuhan  Hidup itu lari marathon, bukan lari sprint. Kita  pernah jamin 10 tahun lagi anak kita akan jadi apa.",0,0,0,0,2016-02-03T23:23:39.000Z
/abahihsantea/status/695024360524898305,Ihsan Baihaqi Bukhari,@abahihsantea,7. Setelah itu Abah menekankan apa fungsi komunitas dlm mendukung pengasuhan. Sehingga energi tsb terus terjaga &tertularkan ke orang lain.,0,0,0,0,2016-02-03T23:21:35.000Z
/rizwan_fadly/status/694999347679735808,Rizwan Fadly,@rizwan_fadly,Watford 0-0 CHELSEA  Positiv : perpanjang tak prnh kalah saat diasuh Hiddink  Negativ : di PHP-in Sctp,0,0,0,0,2016-02-03T21:42:11.000Z
/Fakta2WOW/status/694991414623469568,Fakta-Fakta WoW,@Fakta2WOW,Anak2 yg diasuh o/ kakek-neneknya mmiliki kcenderungn obesitas sbesar 22% lbh besar dibandingkn dg anak2 yg diasuh o/ orang tua. [DailyMail],0,0,0,0,2016-02-03T21:10:40.000Z
/SuryaAddinRummi/status/694969818521317376,Ƨ̷Ʋяƴ∂ ξ£ کĥααяαωί,@SuryaAddinRummi,"Bila kau diberi watak derita, hingga buat penonton menangis, ketahuilah, kau adalah pelaku penting, diasuh untuk menjadi bintang .. ¥@'",0,0,0,0,2016-02-03T19:44:51.000Z
/wada6/status/694913982440689664,#HanyaTuhan,@wada6,"Bulan 3 lebih eh kerja,mood kerja dah datang, tapi masih belum jumpa tempat fateh mengasuh, risau nau tgk kes kes zaman skrg ni ",0,0,0,0,2016-02-03T16:02:58.000Z
/irfanfahrurrozi/status/694744332205584384,𝔉ahrurrozi,@irfanfahrurrozi,Sebaik-baik rumah kaum Muslimin ialah rumah yg terdapat di dalamnya anak yatim yg diperlakukan (diasuh) dgn baik (HR Ibnu Majah),0,0,0,0,2016-02-03T04:48:51.000Z
/yogiAN_/status/694705848963178496,yogi,@yogiAN_,"Dituntun ku santun, dipiara ku rasa, dilatih peurih, diasuh lungguh, diasah ku kanyaah, disipuh ku karipuh. #ReboNyunda",0,0,0,0,2016-02-03T02:15:56.000Z
/ellegipagi/status/694697499919929344,N/A,@ellegipagi,"Kamu rimbun puisi dan aku penikmat sepi, berdua kita; diasuh air dan api.   @TebarPuisi",0,1,1,0,2016-02-03T01:42:45.000Z
/WahyuArifP/status/694653703878410240,Wahyu,@WahyuArifP,Bomber Ganas Mitra Kukar Jadi Incaran T-Team?: T-Team merupakan tim Malaysia yang diasuh oleh Rahmad Darmawan.,0,0,0,0,2016-02-02T22:48:43.000Z
/Putra_PaSga8548/status/694652268067577856,Putra_Angling DharmA,@Putra_PaSga8548,"Ya Allah, muliakan kedua orang tua kami, berilah mereka kesabaran yang kokoh dalam mendidik dan mengasuh kami",0,0,0,0,2016-02-02T22:43:01.000Z
/DAUDFERNANDO123/status/694651861408681986,@Truthroad,@Truthroad,Bomber Ganas Mitra Kukar Jadi Incaran T-Team?: T-Team merupakan tim Malaysia yang diasuh oleh Rahmad Darmawan.,0,0,0,0,2016-02-02T22:41:24.000Z
/KicauBolaa/status/694651177460346880,Viva Bola,@KicauBolaa,Bomber Ganas Mitra Kukar Jadi Incaran T-Team?: T-Team merupakan tim Malaysia yang diasuh oleh Rahmad Darmawan.,0,0,0,0,2016-02-02T22:38:41.000Z
/anaksospol/status/694650910341931008,Anak SosPol,@anaksospol,Bomber Ganas Mitra Kukar Jadi Incaran T-Team?: T-Team merupakan tim Malaysia yang diasuh oleh Rahmad Darmawan.,0,0,0,0,2016-02-02T22:37:37.000Z
/3866Line/status/694555882244341760,TimeLine Ngakak,@3866Line,... Kuyup jiwaku berkalang rinai mengasuh jarak hingga sampai,0,0,0,0,2016-02-02T16:20:01.000Z
/ImamCR_SEVEN/status/694528651560288256,Imam Bukhori,@ImamCR_SEVEN,4*Ibu rela mengasuh anaknya bertahun_tahun #BELAHANJIWAKAHRAMAN55,0,0,0,0,2016-02-02T14:31:48.000Z
/DonaHerriyanti/status/694471659881787392,Dona Herriyanti,@DonaHerriyanti,"Baru juga ketemu malah ditanya apa sayang sama ibu, selama 35 th diasuh orang lain bagaimana bisa jawab sayang ibunya kalo tak pernah kenal.",0,0,0,0,2016-02-02T10:45:21.000Z
/altairandreas/status/694471434123411457,altair andreas,@altairandreas,Bingung pengasuhan anak sementara good people msti bekerja? Ikutin tips dari alter only on @NET_RadioBox,0,1,0,0,2016-02-02T10:44:27.000Z
/tulusadarrma/status/694454827435208704,Nyala Pawitra,@tulusadarrma,"Pirasa apa yang mengasuh, sehingga menutup kepekaan itu..?",0,0,0,0,2016-02-02T09:38:27.000Z
/gunsetiawan_/status/694387787118673920,Tetangga Sebelah,@gunsetiawan_,"Tak ada yang abadi kecuali perubahan, seperti kita yang terlihat lebih tua karena mengasuh rindu yang terlalu dewasa.",0,0,0,0,2016-02-02T05:12:04.000Z
/UmieEira94/status/694385003522686977,sweet bubble,@UmieEira94,jaga babyy n anak2 mengasuh lagiii,0,0,0,0,2016-02-02T05:01:00.000Z
/DAUDFERNANDO123/status/694369089184108544,@Truthroad,@Truthroad,"Salah Satu Penyebab Gizi Buruk Bayi: Orangtua Sibuk Kerja: ""Menyewa pembantu untuk mengasuh anak mereka.""",0,0,0,0,2016-02-02T03:57:46.000Z
/WahyuArifP/status/694368357475180544,Wahyu,@WahyuArifP,"Salah Satu Penyebab Gizi Buruk Bayi: Orangtua Sibuk Kerja: ""Menyewa pembantu untuk mengasuh anak mereka.""",0,0,0,0,2016-02-02T03:54:51.000Z
/anaksospol/status/694367329258344448,Anak SosPol,@anaksospol,"Salah Satu Penyebab Gizi Buruk Bayi: Orangtua Sibuk Kerja: ""Menyewa pembantu untuk mengasuh anak mereka.""",0,0,0,0,2016-02-02T03:50:46.000Z
/crescndto/status/694354036502327296,kal,@crescndto,"Hara sangat dekat dengan sang nenek, karena beliau lah yang mengasuh Hara. Hara jarang berbicara dengan ayahnya karena ayahnya sibuk",0,0,0,0,2016-02-02T02:57:57.000Z
/IwanSetiyoko/status/694335823068573696,Lifelong Learner,@IwanSetiyoko,Orang tua tidak bisa begitu saja menyerahkan pengasuhan anaknya kpd orang lain. #KenaliPredatorAnak  @YISSolo  @PendidikanWatch  @AnakBertanya,0,1,1,0,2016-02-02T01:45:35.000Z
/hamsanboy82/status/694277016116264960,sahabat sunnah,@hamsanboy82,"Kau sejuk embun pagi, aku rumput hijau berseri, berdua kita; diasuh bumi dan matahari.",0,0,0,0,2016-02-01T21:51:54.000Z
/Bayoemarga/status/694221029531471872,bayu marga,@Bayoemarga,"Kebetulan baru jadi bapak dan sekarang ini saya lagi bergadang mengasuh anak pertama saya, untuk menggantikan istri yang sedang proses nifas",0,0,0,0,2016-02-01T18:09:26.000Z
/utamafirstROMI/status/694216337783062528,#BazarLampung,@utamafirstROMI,"Anak adalah karunia Tuhan, dan anda berhak memiliki, mengasuh, merawat, dan membesarkannya",0,0,0,0,2016-02-01T17:50:47.000Z
/ellegipagi/status/693998230397259777,N/A,@ellegipagi,"Sampanku diombang ambing ombak, diasuh air dan matahari, dimana pantaimu kini?, rinduku yang tabah terus mencari.  @Syair_pagi  #SyairPagi",0,0,0,0,2016-02-01T03:24:06.000Z
/Syair_pagi/status/693997588383567872,Pujangga Pagi,@Syair_pagi,"Di tanahmu, Ibu. Hujan kupatahkan agar derainya tak berujung di mata. Kuyup jiwaku berkalang rinai mengasuh jarak hingga sampai (Ulfatin Ch)",0,5,3,0,2016-02-01T03:21:33.000Z
/rudicahyo/status/693963422682058752,Jadi Diri Sendiri Ala,@rudicahyo,"Pengasuhan itu real, persentuhan langsung orangtua anak. Makin sering berinteraksi, akan jadi semakin ahli #Parentips",0,0,0,0,2016-02-01T01:05:47.000Z
/dosamager/status/693887524343648257,Hèrry D. Hermawan,@dosamager,"Kamu tak perlu kembali. Kamu hanya harus mulai berteman dengan ketiadaanku, belajarlah mengasuh tabahmu.",0,10,3,0,2016-01-31T20:04:12.000Z
/IraSyahira21/status/693845927036002304,Syahirah Tamin,@IraSyahira21,mengasuh budak hari ni is like the kids is sucking my energy,1,0,0,0,2016-01-31T17:18:54.000Z
/syazazuzezo/status/693834451520921600,N/A,@syazazuzezo,Oh aku tgk cerita ni kat rumah mak mengasuh aku dulu.,0,0,0,0,2016-01-31T16:33:18.000Z
/tikadian/status/693825709383426048,Bintang Bersinar,@tikadian,"Jika burung sangat sabar mengasuh anaknya, mengapa manusia tidak?",0,0,0,0,2016-01-31T15:58:34.000Z
/wawanjink/status/693819535418343424,Wann,@wawanjink,"Ya Allah, muliakan kedua orang tua kami, berilah mereka kesabaran yang kokoh dalam mendidik dan mengasuh kami",0,0,0,0,2016-01-31T15:34:02.000Z
/PantauGosipIndo/status/693811837867945984,PantauGosipIndo,@PantauGosipIndo,#INFO Cara Unik Olivia Zalianty Mengasuh Anak  via #VIVA,0,0,0,0,2016-01-31T15:03:27.000Z
/Anti_Gol/status/693810569690755073,abraham,@Anti_Gol,Cara Unik Olivia Zalianty Mengasuh Anak,0,0,0,0,2016-01-31T14:58:24.000Z
/teqoise/status/693800747079565312,TyPiNg...,@teqoise,Sebaik-baik rumah kaum Muslimin ialah rumah yang terdapat di dalamnya anak yatim yang diperlakukan (diasuh) dengan baik.,0,0,0,0,2016-01-31T14:19:22.000Z
/Dekly_/status/693791835492253696,Dklyy,@Dekly_,Now paan. Dulu jiran mengasuh dia. ,0,2,0,0,2016-01-31T13:43:58.000Z
/syifapeduli/status/693764876661993472,As Syifa Peduli,@syifapeduli,"Diibaratkan Jari Telunjuk dengan Jari Tengah. Orang yg Menyayangi/mengasuh anak yatim dengan Rasulullah. Amatlah dekat, Mari Berbagi.",0,0,0,0,2016-01-31T11:56:50.000Z
/FashaAFF/status/693748085307133952,FFF,@FashaAFF,"Ya Allah, muliakan kedua orang tua kami, berilah mereka kesabaran yang kokoh dalam mendidik dan mengasuh kami",0,0,0,0,2016-01-31T10:50:07.000Z
/arsenalrockon/status/693733886937837568,miszeeta,@arsenalrockon,"Mengasuh Inho dan Inha agar Jung bs pny teman main. Bs bergaul dgn anak2 seumuran dgn ""normal"" tp lama2 Jung merasa bpknya lbh syg---",0,0,0,0,2016-01-31T09:53:42.000Z
/arsenalrockon/status/693733240524288000,miszeeta,@arsenalrockon,Stlh Prof Baek meninggal Inho dan Inha diasuh sm bpknya Jung. Krn Baek brsaudara ga pny ortu(meninggal dlm kecelakaan). Alasan bapaknya---,0,0,0,0,2016-01-31T09:51:08.000Z
/Lautan_Hati_/status/693719984539717632,HATI JAHAT,@Lautan_Hati_,"Tetapi kami berlaku ramah di antara kamu, sama seperti seorang ibu mengasuh dan merawati anaknya.",1,0,0,0,2016-01-31T08:58:27.000Z
/SuryaAddinRummi/status/693701555430694912,Ƨ̷Ʋяƴ∂ ξ£ کĥααяαωί,@SuryaAddinRummi,"Bila kau diberi watak derita, hingga buat penonton menangis, ketahuilah, kau adalah pelaku penting, diasuh untuk menjadi bintang .. ¥@'",0,0,0,0,2016-01-31T07:45:13.000Z
/Parasalik/status/693646383547461632,Parasalik,@Parasalik,Sebaik-baik rumah kaum Muslimin ialah rumah yg terdapat di dalamnya anak yatim yg diperlakukan (diasuh) dgn baik (HR Ibnu Majah),0,0,0,0,2016-01-31T04:05:59.000Z
/aens_10/status/693643893133283328,Bryans Sahetapy,@aens_10,Slmat mengasuh Jeanuary O:),0,0,0,0,2016-01-31T03:56:06.000Z
/FAKTALine/status/693599630882426880,Info FAKTA,@FAKTALine,Anak2 yg diasuh o/ kakek-neneknya mmiliki kcenderungn obesitas sbesar 22% lbh besar dibandingkn dg anak2 yg diasuh o/ orang tua. [DailyMail],0,0,0,0,2016-01-31T01:00:13.000Z
/Yakesma/status/693584523385110528,LAZNAS YAKESMA,@Yakesma,"Ada riset dan stui menunjukan, keterlibatan para ayah dalam mengasuh anak sangat penting dan dampaknya positf loh..",0,0,0,0,2016-01-31T00:00:11.000Z
/crescndto/status/693568816891101184,kal,@crescndto,"Hara sangat dekat dengan sang nenek, karena beliau lah yang mengasuh Hara. Hara jarang berbicara dengan ayahnya karena ayahnya sibuk",0,0,0,0,2016-01-30T22:57:46.000Z
/Hfzhhsny_/status/693454843126611969,Pyjah.,@Hfzhhsny_,Takleh move la tak mengasuh apuan dah . dari mak dia habih pantang smpai hari ni umur dia 2tahun lebih kami mengasuh dia . Ya allah ,0,0,0,0,2016-01-30T15:24:53.000Z
/AnggoroProperti/status/693404041175412736,Anggoro Prime Estate,@AnggoroProperti,"Kalau buat orang yang sudah punya keluarga, malam minggu biasanya nonton tv bareng, mengasuh anak, makan bersama, atau window shoping ..",0,0,0,0,2016-01-30T12:03:00.000Z
/sallyfauzi/status/693368463641952256,Sally.O.Fauzi ,@sallyfauzi,Pola pengasuhan yg diterapkan orang tua dlm dulu tentu berbeda dengan pola asuh saat ini  @SunLife_ID  #SunlifeEdufair2016 #LebihBaik,0,0,0,0,2016-01-30T09:41:38.000Z
/zhakyah_y/status/693366241000448000,InspiringMoms,@zhakyah_y,10/25 Kondisi ini diperparah oleh ibu yg tak mampu menjalankan proses pengasuhan dg baik #InspiringMoms  #33SolusiIndonesia,0,9,3,0,2016-01-30T09:32:48.000Z
/zhakyah_y/status/693365821381283841,InspiringMoms,@zhakyah_y,"9/25 Karena memikul tanggungjawab sebagai pencari nafkah, maka porsi ayah dlm pengasuhan sangatlah minim #InspiringMoms  #33SolusiIndonesia",0,9,3,0,2016-01-30T09:31:08.000Z
/zhakyah_y/status/693365511262896128,InspiringMoms,@zhakyah_y,8/25 Kita sepakat ttg pentingnya peran kedua orangtua dalam proses pengasuhan. Tp bagaimana kenyataanya? #InspiringMoms  #33SolusiIndonesia,0,9,3,0,2016-01-30T09:29:54.000Z
/abiaufa33/status/693342375800758272,wahyu abi a,@abiaufa33,"Rindu dengan kamu sama seperti anak bayi, yang hanya bisa diasuh oleh satu ibu yang bernama temu.  @NoviaRifany",0,0,0,0,2016-01-30T07:57:58.000Z
/Katasitampan/status/693304889301176321,Dimas Bagus B.K,@Katasitampan,"Ya Allah, muliakan kedua orang tua kami, berilah mereka kesabaran yang kokoh dalam mendidik dan mengasuh kami",0,0,0,0,2016-01-30T05:29:01.000Z
/triindonesia/status/693299366384173056,3 Indonesia,@triindonesia,Dia kemudian diterima untuk bekerja di rumah keluarga Heelshire untuk mengasuh anak mereka.,0,0,0,0,2016-01-30T05:07:04.000Z
/triindonesia/status/693299118345617408,3 Indonesia,@triindonesia,"Greta akhirnya menemukan sebuah pekerjaan yang menurutnya cukup mudah, yaitu mengasuh seorang anak orang kaya.",0,0,0,0,2016-01-30T05:06:05.000Z
/Fitra_Riyoko/status/693295072599785473,Fitra Riyoko,@Fitra_Riyoko,Sebaik-baik rumah kaum Muslimin ialah rumah yg terdapat di dalamnya anak yatim yg diperlakukan (diasuh) dgn baik (HR Ibnu Majah),0,0,0,0,2016-01-30T04:50:00.000Z
/Muhammadabie7/status/693294197227401216,Muhammad abie,@Muhammadabie7,Biarpun kepahitan yang telah engkau rasakan Tidakpun kau merasa jemu Mengasuh dan mendidik kami,0,0,0,0,2016-01-30T04:46:32.000Z
/zhakyah_y/status/693274836852830209,InspiringMoms,@zhakyah_y,"18/25 Selain tak ada jenjang karir yg jelas, kdg rasanya tak mampu menjalankan tugas pengasuhan sbg ibu #InspiringMoms  #33solusiindonesia",0,16,6,0,2016-01-30T03:29:36.000Z
/durajaka/status/693219617972465664,Jaka,@durajaka,"Menteri Sosial Khofifah Indar Parawansa mengatakan, saat ini ada 4,1 juta anak Indonesia terlantar dan diasuh di panti asuhan anak.",0,0,0,0,2016-01-29T23:50:10.000Z
/laala_lola/status/693143516751335424,Laala ,@laala_lola,"Bukannya nak berlagak , tapi diri dah diasuh supaya berdiri diatas kaki sendiri tanpa perlu menyusahkan orang lain ..",0,0,0,0,2016-01-29T18:47:47.000Z
/hansdavidian/status/693087831632121860,#SocialJitsuWarrior,@hansdavidian,Pokoknya suka sedih & kagum kalo dengerin cerita gimana dulu pemaen2 NBA diasuh nyokapnya.,1,2,2,0,2016-01-29T15:06:30.000Z
/ema_najwa/status/693076893596160000,Ema Najwa,@ema_najwa,"Dan bila hang kena mengasuh anak sedara hang, makanya 24/7 upin ipin la. Mau dak robocar poli ",0,0,2,0,2016-01-29T14:23:02.000Z
/SajaKlaten/status/693068138208825344,Sajaꓘꓗlaten,@SajaKlaten,"Mencintaimu, serupa arungi laut lepas dengan perahu kertas. Aku terombang-ambing diasuh angin cemas.  @Aksara_ku",1,1,1,0,2016-01-29T13:48:15.000Z
/SajaKlaten/status/693067149296824320,Sajaꓘꓗlaten,@SajaKlaten,"Mencintaimu, serupa arungi laut lepas dengan perahu kertas. Aku terombang-ambing diasuh angin cemas.",0,0,0,0,2016-01-29T13:44:19.000Z
/Rakhatra/status/693054086392860672,N/A,@Rakhatra,"Cewek itu kelak harus bisa mengasuh anak, bukannya di goyang malah enak..",0,0,0,0,2016-01-29T12:52:25.000Z
/HIMMCOMMBINUS/status/693053336820387842,HIMMCOMM BINUS,@HIMMCOMMBINUS,... catatan penting yang dibuat sebagai panduan dalam mengasuh boneka tersebut dan Greta tidak boleh melanggarnya. #HMCfilm,0,0,0,0,2016-01-29T12:49:26.000Z
/HIMMCOMMBINUS/status/693053222060032007,HIMMCOMM BINUS,@HIMMCOMMBINUS,"... yang harus mengasuh seorang anak. Namun, ternyata anak tersebut hanyalah sebuah boneka. Ia dituntut dengan catatan penting ... #HMCfilm",0,0,1,0,2016-01-29T12:48:59.000Z
/Tsel_JatengDIY/status/692996692895997952,Telkomsel JatengDIY,@Tsel_JatengDIY,Namun Greta melakukan beberapa pelanggaran mengenai tata cara dalam mengasuh boneka itu hingga dia dihantui #TselMovie,0,0,0,0,2016-01-29T09:04:21.000Z
/Tsel_JatengDIY/status/692995724875841537,Telkomsel JatengDIY,@Tsel_JatengDIY,Akhirnya Greta menerima pekerjaan itu dan mengasuh boneka itu di film The Boy #TselMovie,0,0,0,0,2016-01-29T09:00:30.000Z
/Tsel_JatengDIY/status/692995650334646272,Telkomsel JatengDIY,@Tsel_JatengDIY,Awalnya Greta (pengasuh) kaget karena dia menyangka akan mengasuh anak berusia 8th bukannya sebuah boneka #TselMovie,0,0,0,0,2016-01-29T09:00:12.000Z
/Tsel_JatengDIY/status/692995205637787648,Telkomsel JatengDIY,@Tsel_JatengDIY,Cerita The Boy adalah tentang wanita yang mengasuh boneka porselen yang dianggap seperti seorang manusia #TselMovie,0,0,0,0,2016-01-29T08:58:26.000Z
/cahya_ekaca/status/692942437191438336,cahya,@cahya_ekaca,Mudah2an para ahli dan pemerhati anak dapat menyentuh sampai ke kalangan yg belum perduli dan blm sadar pendidikan dan pengasuhan anak,1,0,0,0,2016-01-29T05:28:45.000Z
/HafidaZainudin/status/692931220141969409,NoorFieda,@HafidaZainudin,Rasa macam mak2 sangat masak untuk anak mengasuh mak ni ,0,0,0,0,2016-01-29T04:44:11.000Z
/diyansetyaji/status/692927968130244609,"Diyan Setyaji, S.Gz., MPH,. Dietisien 𓃵",@diyansetyaji,Yang merasa tumbuh dan dikembangkan di dunia sainstis menjudge dia yang diasuh kuat ilmu agamais. Vice versa.  Ini lucu.,0,0,0,0,2016-01-29T04:31:16.000Z
/AMukhith/status/692899032092405761,Ali Mukhith,@AMukhith,Retweeted Risalah Rasul ( @RisalahRasul ):  Zaid bin Haritsah sempat diasuh oleh Rasulullah SAW layaknya putra Rasulullah sendiri.,0,0,0,0,2016-01-29T02:36:17.000Z
/kitangaji/status/692898468801609728,KitaNgaji.Com,@kitangaji,Zaid bin Haritsah sempat diasuh oleh Rasulullah SAW layaknya putra Rasulullah sendiri.,0,4,2,0,2016-01-29T02:34:03.000Z
/MutiaraHadist/status/692850537570512896,Aku Cinta Islam,@MutiaraHadist,Sebaik-baik rumah kaum muslimin ialah rumah yang terdapat di dalamnya anak yatim yang diperlakukan (diasuh) dengan baik .(HR. Ibnu Majah),0,0,2,0,2016-01-28T23:23:35.000Z
/bej0x/status/692805549558136832,Bejo Anti Galau,@bej0x,"Cegah Masalah Hukum, Semua Anak Berhak Mendapat Pengasuhan",0,0,0,0,2016-01-28T20:24:49.000Z
/Sintya1995/status/692804916788658176,Sintya Vega,@Sintya1995,"Cegah Masalah Hukum, Semua Anak Berhak Mendapat Pengasuhan: Salah satu alasan pengasuhan anak terlepas dari keluarga adalah karena fa...",0,0,0,0,2016-01-28T20:22:18.000Z
/crescndto/status/692776080839544832,kal,@crescndto,"Hara sangat dekat dengan sang nenek, karena beliau lah yang mengasuh Hara. Hara jarang berbicara dengan ayahnya karena ayahnya sibuk",0,0,0,0,2016-01-28T18:27:43.000Z
/utamafirstROMI/status/692758327973916672,#BazarLampung,@utamafirstROMI,"Anak adalah karunia Tuhan, dan anda berhak memiliki, mengasuh, merawat, dan membesarkannya",0,1,0,0,2016-01-28T17:17:10.000Z
/daddycation_id/status/692696417631010816,Daddycation,@daddycation_id,Rumus pengasuhan anak : membuat kebiasaan & membuat batasan,0,0,1,0,2016-01-28T13:11:10.000Z
/daddycation_id/status/692695921906159616,Daddycation,@daddycation_id,Sebelum punya anak merumuskan secara detail tujuan pengasuhan anak. Suami istri harus sepakat secara detail bagaimana akan membesarkan anak.,0,0,0,0,2016-01-28T13:09:12.000Z
/forjimin91/status/692689688759369729,Mi,@forjimin91,Tango unni ms lupa kan aku diasuh ama unni dluu,0,0,0,0,2016-01-28T12:44:26.000Z
/engguhmaulana/status/692682701271203840,ngguhmaulana,@engguhmaulana,"dituntun ku santun, dipiara ku rasa, dilatih perih, diasuh ku lungguh diasah ku kanyaah, disipuh ku karipuh, sembuhkanlah hamba Amin #sunda",0,0,1,0,2016-01-28T12:16:40.000Z
/mizanmediautama/status/692677311926239232,txtdarimizan ,@mizanmediautama,"""Siapa yg mengasuh anak yatim dan berbuat baik pada mereka akan dijadikan baginya tirai pelindung dari api neraka."" (HR Bukhari)",0,5,1,0,2016-01-28T11:55:15.000Z
/malayboy15/status/692658333602312193,Halim,@malayboy15,"Umur kau 14, umur bf kau 21. Bodoh, tu bukan couple namanya, tu dipanggil mengasuh! bangang! ",0,0,0,0,2016-01-28T10:39:50.000Z
